ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2484154-20160901,2484154,409061,1,"ALLSTAR PARTNERS, LLC","ALLSTAR PARTNERS, LLC",954 W WASHINGTON BLVD 5TH 535,CHICAGO,IL,60607,27,57,27-57,12,1010,Limited Business License,898,Computer Design/Development Consulting,2484154,ISSUE,8/11/2016,8/25/2016,8/31/2016,N,9/1/2016,9/15/2018,8/31/2016,9/1/2016,AAI,,,41.88317592,-87.65192873,"(41.8831759233391, -87.6519287344125)"
17791-20160516,2454169,63232,1,LAPELUSA HOME IMPROVEMENT INC,LAPELUSA HOME IMPROVEMENT INC,6622 N MILWAUKEE   1,NILES,IL,60714,,,,,1010,Limited Business License,,,17791,RENEW,,3/15/2016,3/28/2016,N,5/16/2016,5/15/2018,3/28/2016,3/29/2016,AAI,,,,,
1848304-20161016,2485940,322493,1,"SAGE RESTAURANT MANAGER, LLC",BLACKSTONE HOTEL,636-638 S MICHIGAN AVE,CHICAGO,IL,60605,42,49,42-49,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1848304,RENEW,,8/15/2016,8/31/2016,N,10/16/2016,10/15/2018,8/31/2016,9/1/2016,AAI,,,41.87365926,-87.6243595,"(41.873659257025864, -87.62435949812338)"
2204910-20161016,2484900,42432,1,MICHAEL B HOGAN,"Ideate, LLC",720 S DEARBORN ST  1303,CHICAGO,IL,60605,4,54,Apr-54,1,4404,Regulated Business License,724,Other Home Occupations,2204910,RENEW,,8/15/2016,8/31/2016,N,10/16/2016,10/15/2018,8/31/2016,9/1/2016,AAI,,,41.87292441,-87.62929974,"(41.872924414089155, -87.62929973479568)"
1968787-20160516,2453700,22687,3,GREAT LAKES FIRE AND SAFETY EQUIPMENT CO.,GREAT LAKES FIRE AND SAFETY,3327 W ELM ST,MCHENRY,IL,60050,,,,,1010,Limited Business License,,,1968787,RENEW,,3/15/2016,3/28/2016,N,5/16/2016,5/15/2018,3/28/2016,3/29/2016,AAI,,,,,
1905283-20160916,2477530,6080,1,"DAMENZO'S, INC.",DAMENZO'S INC,2322-2324 W TAYLOR ST,CHICAGO,IL,60612,28,4,28-4,12,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,1905283,RENEW,,7/15/2016,8/31/2016,N,9/16/2016,9/15/2018,8/31/2016,9/1/2016,AAI,,,41.86910774,-87.68458376,"(41.86910773759604, -87.6845837581009)"
24264-20160916,2477579,9822,1,PEKAY MACH & ENGR CO INC,PEKAY MACH & ENGR CO INC,2520 W LAKE ST,CHICAGO,IL,60612,27,36,27-36,12,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,24264,RENEW,,7/15/2016,8/31/2016,N,9/16/2016,9/15/2018,8/31/2016,9/1/2016,AAI,,,41.88461662,-87.68990709,"(41.884616622263245, -87.68990708717774)"
2458479-20160901,2458479,405299,1,"RYUU GROUP, LLC",RYUU ASIAN BBQ,2766 N MILWAUKEE AVE 1ST,CHICAGO,IL,60647,35,28,35-28,14,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2458479,ISSUE,4/7/2016,6/24/2016,6/24/2016,Y,9/1/2016,9/15/2018,9/1/2016,9/1/2016,AAI,,,41.93137064,-87.71141818,"(41.93137063973293, -87.71141818329198)"
15544-20161016,2484473,6718,1,SAM'S CUT RATE FOOD & LIQ INC,SAM'S CUT RATE FOOD & LIQ INC,500 E 75TH ST 1ST,CHICAGO,IL,60619,6,55,Jun-55,3,1474,Package Goods,774,Retail Sales of Packaged Liquor,15544,RENEW,,8/15/2016,8/31/2016,N,10/16/2016,10/15/2018,8/31/2016,9/1/2016,AAI,,51,41.75856343,-87.61261787,"(41.75856343283516, -87.61261787353384)"
1680141-20160916,2479898,301368,1,"NUCOMFORT SUPPLY, INC.","NUCOMFORT SUPPLY, INC.",2740 W GRAND AVE,CHICAGO,IL,60612,26,33,26-33,12,1010,Limited Business License,925,Miscellaneous Wholesale,1680141,RENEW,,7/15/2016,8/31/2016,N,9/16/2016,9/15/2018,8/31/2016,9/1/2016,AAI,,,41.89400775,-87.69554796,"(41.894007753011735, -87.69554795841066)"
2488451-20160901,2488451,409675,1,JAHANGIR SHAH KHAN,JAHANGIR SHAH KHAN,3535 N TROY ST 2ND,CHICAGO,IL,60618,33,12,33-12,17,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2488451,ISSUE,9/1/2016,9/1/2016,9/1/2016,N,9/1/2016,9/15/2018,,9/1/2016,AAI,,,41.94580685,-87.70642483,"(41.94580685003462, -87.70642483038394)"
2423709-20160901,2423709,401060,1,MAGIC JUG LLC,MJ RESTAURANT,912 N WESTERN AVE 1ST,CHICAGO,IL,60622,26,1,26-1,12,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2423709,ISSUE,9/3/2015,5/5/2016,8/19/2016,N,9/1/2016,9/15/2018,8/23/2016,8/24/2016,AAI,,,41.89801416,-87.68704727,"(41.89801416381991, -87.6870472678726)"
12502-20160916,2477531,6080,1,"DAMENZO'S, INC.",DAMENZO'S INC,2322-2324 W TAYLOR ST,CHICAGO,IL,60612,28,4,28-4,12,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,12502,RENEW,,7/15/2016,8/31/2016,N,9/16/2016,9/15/2018,8/31/2016,9/1/2016,AAI,,,41.86910774,-87.68458376,"(41.86910773759604, -87.6845837581009)"
2477187-20160901,2477187,370033,2,PEACHTREE EDUCATIONAL DAYCARE INCORPORATED,PEACHTREE EDUCATIONAL DAYCARE INCORPORATED,1431 W 111TH ST 1ST,CHICAGO,IL,60643,34,13,34-13,22,1023,Children's Services Facility License,823,"Supervision of, and Care for, Children 2-6 Years of Age, During the Day Between 6am-9pm",2477187,ISSUE,7/12/2016,7/26/2016,7/26/2016,N,9/1/2016,7/15/2018,9/1/2016,9/1/2016,AAI,,,41.69205556,-87.65826984,"(41.69205556423641, -87.65826983963564)"
2205620-20160816,2472485,57930,12,PRESENCE CHICAGO HOSPITALS NETWORK,PRESENCE RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVE,CHICAGO,IL,60631,41,18,41-18,16,4404,Regulated Business License,232,General Medical and Surgical Hospitals,2205620,RENEW,,6/15/2016,7/27/2016,N,8/16/2016,8/15/2018,7/27/2016,7/28/2016,AAI,,,41.98857518,-87.81297791,"(41.98857518279947, -87.81297791219501)"
2289039-20160916,2480145,310238,4,"MICROLUTION, INC.","Microlution, Inc.",6635-6639 W IRVING PARK RD 1ST,CHICAGO,IL,60634,38,,38-,,1009,Manufacturing Establishments,701,Machinery Manufacturing,2289039,RENEW,,7/15/2016,8/31/2016,N,9/16/2016,9/15/2018,8/31/2016,9/1/2016,AAI,,,41.95269258,-87.79291865,"(41.95269257889049, -87.7929186477477)"
16915-20160516,2453246,6963,3,AMS MECHANICAL SYSTEMS INC,AMS MECHANICAL SYSTEMS INC,140 E TOWER DR 1ST,BURR RIDGE,IL,60527,,,,,1010,Limited Business License,,,16915,RENEW,,3/15/2016,3/28/2016,N,5/16/2016,5/15/2018,3/28/2016,3/29/2016,AAI,,,,,
1903772-20160916,2480894,330774,1,"TPS PARKING MANAGEMENT, LLC",THE PARKING SPOT,200 W MONROE ST 15TH 1500,CHICAGO,IL,60606,42,49,42-49,1,1010,Limited Business License,,,1903772,RENEW,,7/15/2016,8/31/2016,N,9/16/2016,9/15/2018,8/31/2016,9/1/2016,AAI,,,41.88076896,-87.63387497,"(41.880768960917806, -87.63387497409452)"
2026935-20161016,2485163,86858,1,ESTEE BEDDING CO,ESTEE BEDDING COMPANY,945 E 93RD ST # 1,CHICAGO,IL,60619,8,59,Aug-59,4,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,2026935,RENEW,,8/15/2016,8/31/2016,N,10/16/2016,10/15/2018,8/31/2016,9/1/2016,AAI,,,41.72565185,-87.60079152,"(41.72565184476607, -87.60079152053679)"
1898503-20160916,2480842,328573,1,"OLENICK & ASSOCIATES, INC.",OLENICK & ASSOCIATES,205 W WACKER DR 20TH 2010,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,1898503,RENEW,,7/15/2016,8/31/2016,N,9/16/2016,9/15/2018,8/31/2016,9/1/2016,AAI,,,41.8867073,-87.63415039,"(41.886707304096035, -87.63415039321221)"
2220852-20161016,2485128,85586,3,SHEDD AQUARIUM SOCIETY,SHEDD AQUARIUM SOCIETY,1200 S LAKE SHORE DR  LEVEL,CHICAGO,IL,60605,4,18,18-Apr,1,1032,Animal Care License,610,Animal Exhibition (30 Days or More),2220852,RENEW,,8/15/2016,8/31/2016,N,10/16/2016,10/15/2018,8/31/2016,9/1/2016,AAI,,,41.86748423,-87.61915038,"(41.867484227164155, -87.61915038338188)"
42148-20161016,2485126,85586,1,SHEDD AQUARIUM SOCIETY,SHEDD AQUARIUM SOCIETY,1200 S LAKE SHORE DR,CHICAGO,IL,60605,4,,4-,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,42148,RENEW,,8/15/2016,8/31/2016,N,10/16/2016,10/15/2018,8/31/2016,9/1/2016,AAI,,,41.86748423,-87.61915038,"(41.867484227164155, -87.61915038338188)"
1767148-20160116,2488413,310206,1,ISIDRO RODRIGUEZ,ILSE'S JEWELRY,4100 S ASHLAND AVE  406-07 473,CHICAGO,IL,60609,12,16,16-Dec,9,1010,Limited Business License,,,1767148,RENEW,,9/1/2016,9/1/2016,N,1/16/2016,1/15/2018,9/1/2016,9/1/2016,AAI,,10,41.81944143,-87.66537555,"(41.81944142629576, -87.6653755449091)"
1841929-20160916,2480536,320010,1,"FIFTH THIRD HOLDINGS, LLC","FIFTH THIRD HOLDINGS, LLC",222 S RIVERSIDE PLZ  34,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,1841929,RENEW,,7/15/2016,8/31/2016,N,9/16/2016,9/15/2018,8/31/2016,9/1/2016,AAI,,,41.87858156,-87.63857867,"(41.87858156072147, -87.6385786681057)"
2359349-20161016,2487259,393797,2,COLOURS NAILS SALON CORPORATION,COLOURS NAILS SALON,8300 S HOLLAND RD 1ST D,CHICAGO,IL,60620,21,,21-,6,1010,Limited Business License,895,Nail Services,2359349,RENEW,,8/15/2016,8/31/2016,N,10/16/2016,10/15/2018,8/31/2016,9/1/2016,AAI,,,41.74342733,-87.63218113,"(41.743427333056644, -87.63218113202454)"
2027570-20160516,2453844,32008,3,"MONACO MECHANICAL, INC.","MONACO MECHANICAL, INC.",1971  UNIVERSITY LN,LISLE,IL,60532,,,,,1010,Limited Business License,,,2027570,RENEW,,3/15/2016,3/28/2016,N,5/16/2016,5/15/2018,3/28/2016,3/29/2016,AAI,,,,,
1474653-20160516,2454922,272460,1,"HBM ENGINEERING GROUP, LLC.","HBM ENGINEERING GROUP, LLC",4415 W HARRISON ST  231,HILLSIDE,IL,60162,,,,,1010,Limited Business License,,,1474653,RENEW,,3/15/2016,3/28/2016,N,5/16/2016,5/15/2018,3/28/2016,3/29/2016,AAI,,,41.87357022,-87.73577809,"(41.873570216313176, -87.73577809338195)"
55748-20160316,2444063,57614,1,JAY DEE CONTRACTORS INC,"JAY DEE CONTRACTORS, INC.",38881  SCHOOLCRAFT RD 1ST,LIVONIA,MI,48150,,,,,1010,Limited Business License,,,55748,RENEW,,1/15/2016,3/24/2016,N,3/16/2016,3/15/2018,3/24/2016,3/29/2016,AAI,,,,,
77168-20160816,2471593,22768,1,INDIO INC,EL FARO RESTAURANT,3936 W 31ST ST 1ST,CHICAGO,IL,60623,22,23,22-23,10,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,77168,RENEW,,6/15/2016,8/31/2016,N,8/16/2016,8/15/2018,8/31/2016,9/1/2016,AAI,,,41.83700796,-87.72336374,"(41.837007958571284, -87.72336374290884)"
1959007-20160216,2440769,341148,1,GILBERTO GARCIA,GILBERTO GARCIA LAWN SERVICE,5014 W 24TH PL 2,CICERO,IL,60804,,,,,1010,Limited Business License,,,1959007,RENEW,,12/15/2015,3/29/2016,N,2/16/2016,2/15/2018,3/29/2016,3/29/2016,AAI,,,,,
2488455-20160901,2488455,409677,1,LA KESHA S SIMS,CREED COUTOURE HAIR EXTENSION BOUTIQUE,1734 W NORTH AVE 1ST,CHICAGO,IL,60622,32,35,32-35,14,1010,Limited Business License,904,Retail Sales of General Merchandise,2488455,ISSUE,9/1/2016,9/1/2016,9/1/2016,N,9/1/2016,9/15/2018,9/1/2016,9/1/2016,AAI,,33,41.91068695,-87.67149901,"(41.91068694984981, -87.67149900948334)"
2464839-20160901,2464839,406423,1,AISHA'S HAIR BRAIDING INC.,AISHA'S HAIR BRAIDING INC.,4554 N BROADWAY  3RD 318A,CHICAGO,IL,60640,46,32,46-32,19,1010,Limited Business License,894 | 904,Hair Services | Retail Sales of General Merchandise,2464839,ISSUE,5/11/2016,9/1/2016,9/1/2016,N,9/1/2016,9/15/2018,9/1/2016,9/1/2016,AAI,,,,,
19037-20160916,2478088,28653,1,"STANARD & ASSOCIATES, INC.",STANARD & ASSOCIATES INC.,309 W WASHINGTON ST  1000,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,19037,RENEW,,7/15/2016,8/31/2016,N,9/16/2016,9/15/2018,8/31/2016,9/1/2016,AAI,,,41.8830946,-87.63563266,"(41.88309460284483, -87.63563266074925)"
